time,200,500,422,400,302,404 
0,1.4,0.6,1,0.5,0.5,1.3 
10,5.5,1.6,1.8,0.9,0.9,3.2 
20,24.4,7.3,6.2,3.1,3.1,14.6 
30,3.3,1.9,12.4,6.2,6.2,3.7 
40,0.6,0,1.4,0.7,0.7,0 
50,0.2,0,0,0,0,0 
60,0,0,0,0,0,0 
70,0.1,0,0,0,0,0 
