time,freemem@tsung_controller@ip-172-31-17-3 
0,3516.609375 
10,3516.24609375 
20,3511.52734375 
30,3486.60546875 
40,3484.421875 
50,3494.09765625 
60,3499.375 
70,3504.37890625 
