time,200,500,422,400,302,404 
0,1.3,0.2,0.2,0.1,0.1,0.5 
10,6.5,1.8,0.8,0.4,0.4,3.3 
20,20.1,5.5,7,3.5,3.5,11.1 
30,8.8,2.6,10.4,5.2,5.2,5.2 
