time,200,500,422,400,302,404 
0,1.5,0.4,0.2,0.1,0.1,0.9 
10,6.2,1.8,2,1,1,3.7 
20,19.9,5.7,7.4,3.7,3.7,11.8 
30,8.5,2.4,9.6,4.8,4.8,4.2 
40,1.2,0,1.4,0.7,0.7,0 
50,1.1,0,0,0,0,0 
60,0.1,0,0,0,0,0 
70,0,0,0,0,0,0 
80,0,0,0,0,0,0 
