time,size_sent,size_rcv 
0,11.85625,100.2734375 
10,60.94453125,348.596875 
20,198.4015625,1024.115625 
30,145.9875,1074.95546875 
40,17.134375,367.7015625 
50,4.984375,315.19296875 
60,0.45625,28.65390625 
70,0,0 
80,0,0 
