time,connect,request 
0,0.995,0.74 
10,0.839,0.546 
20,0.839,0.501 
30,0.839,0.501 
40,0.839,0.501 
50,0.839,0.501 
60,0.839,0.501 
70,0.839,0.501 
80,0.839,0.501 
