time,200,500,422,400,302,404 
0,15,4,2,1,1,9 
10,77,22,22,11,11,46 
20,276,79,96,48,48,164 
30,361,103,192,96,96,206 
40,373,103,206,103,103,206 
50,384,103,206,103,103,206 
60,385,103,206,103,103,206 
70,385,103,206,103,103,206 
80,385,103,206,103,103,206 
