time,connect,request 
0,13.928,229.102 
10,13.928,248.236 
20,13.928,556.455 
30,13.928,1488.841 
40,13.928,1488.841 
50,13.928,1488.841 
60,13.928,1488.841 
70,13.928,1488.841 
80,13.928,1488.841 
